NND_ID,HL_LOC,NND_LABEL,FROM_UNIQUE_ID,FROM_QUESTION_NM,FROM_CODE_SET_NM,CONCEPT_CD,CONCEPT_PREFERRED_NM,FROM_CODE,FROM_DISPLAY_NM,NBS_CLASS_CD,TO_UNIQUE_ID,TO_QUESTION_NM,TO_CODE_SET_NM,TO_CODE,TO_DISPLAY_NM,NOTES,,,
INV112,OBX-3.0,Reporting Source Type Code,INV112,Investigation Reporting Source Type,PHVS_ReportingSourceType_NND,PHC252,Other State and Local Agencies,SL,Other state and or local agencies,CODE_VALUE_GENERAL,"INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)",88,Other,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('INV112', 'OBX-3.0', 'Reporting Source Type Code', 'INV112', 'Investigation Reporting Source Type', 'PHVS_ReportingSourceType_NND', 'PHC252', 'Other State and Local Agencies', 'SL', 'Other state and or local agencies', 'CODE_VALUE_GENERAL', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', '88', 'Other', '');"
INV112,OBX-3.0,Reporting Source Type Code,INV112,Investigation Reporting Source Type,PHVS_ReportingSourceType_NND,PHC250,Other Treatment Center,TC,Other treatment center,CODE_VALUE_GENERAL,"INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)",88,Other,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('INV112', 'OBX-3.0', 'Reporting Source Type Code', 'INV112', 'Investigation Reporting Source Type', 'PHVS_ReportingSourceType_NND', 'PHC250', 'Other Treatment Center', 'TC', 'Other treatment center', 'CODE_VALUE_GENERAL', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', '88', 'Other', '');"
INV112,OBX-3.0,Reporting Source Type Code,INV112,Investigation Reporting Source Type,PHVS_ReportingSourceType_NND,PHC253,Tribal Government,TF,Tribal government,CODE_VALUE_GENERAL,"INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)",66,Indian Health Service,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('INV112', 'OBX-3.0', 'Reporting Source Type Code', 'INV112', 'Investigation Reporting Source Type', 'PHVS_ReportingSourceType_NND', 'PHC253', 'Tribal Government', 'TF', 'Tribal government', 'CODE_VALUE_GENERAL', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', '66', 'Indian Health Service', '');"
INV112,OBX-3.0,Reporting Source Type Code,INV112,Investigation Reporting Source Type,PHVS_ReportingSourceType_NND,UNK,Unknown,UK,unknown,CODE_VALUE_GENERAL,"INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)",99,Unknown (if data not available),,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('INV112', 'OBX-3.0', 'Reporting Source Type Code', 'INV112', 'Investigation Reporting Source Type', 'PHVS_ReportingSourceType_NND', 'UNK', 'Unknown', 'UK', 'unknown', 'CODE_VALUE_GENERAL', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', '99', 'Unknown (if data not available)', '');"
INV112,OBX-3.0,Reporting Source Type Code,INV112,Investigation Reporting Source Type,PHVS_ReportingSourceType_NND,C0042836,Vital Statistics,VS,Vital Statistics,CODE_VALUE_GENERAL,"INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)",88,Other,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('INV112', 'OBX-3.0', 'Reporting Source Type Code', 'INV112', 'Investigation Reporting Source Type', 'PHVS_ReportingSourceType_NND', 'C0042836', 'Vital Statistics', 'VS', 'Vital Statistics', 'CODE_VALUE_GENERAL', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', '88', 'Other', '');"
INV112,OBX-3.0,Reporting Source Type Code,INV112,Investigation Reporting Source Type,PHVS_ReportingSourceType_NND,PHC254,Veterinary Sources,VT,Veterinary source,CODE_VALUE_GENERAL,"INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)",88,Other,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('INV112', 'OBX-3.0', 'Reporting Source Type Code', 'INV112', 'Investigation Reporting Source Type', 'PHVS_ReportingSourceType_NND', 'PHC254', 'Veterinary Sources', 'VT', 'Veterinary source', 'CODE_VALUE_GENERAL', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', '88', 'Other', '');"
INV112,OBX-3.0,Reporting Source Type Code,INV112,Investigation Reporting Source Type,PHVS_ReportingSourceType_NND,C0034975,Data Registries,RE,Registries,CODE_VALUE_GENERAL,"INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)",88,Other,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('INV112', 'OBX-3.0', 'Reporting Source Type Code', 'INV112', 'Investigation Reporting Source Type', 'PHVS_ReportingSourceType_NND', 'C0034975', 'Data Registries', 'RE', 'Registries', 'CODE_VALUE_GENERAL', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', '88', 'Other', '');"
INV112,OBX-3.0,Reporting Source Type Code,INV112,Investigation Reporting Source Type,PHVS_ReportingSourceType_NND,PHC1220,HIV Counseling and Testing Site,HC,HIV Counseling and Testing Site,CODE_VALUE_GENERAL,"INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)",01,HIV Counseling and Testing Site,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('INV112', 'OBX-3.0', 'Reporting Source Type Code', 'INV112', 'Investigation Reporting Source Type', 'PHVS_ReportingSourceType_NND', 'PHC1220', 'HIV Counseling and Testing Site', 'HC', 'HIV Counseling and Testing Site', 'CODE_VALUE_GENERAL', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', '01', 'HIV Counseling and Testing Site', '');"
INV112,OBX-3.0,Reporting Source Type Code,INV112,Investigation Reporting Source Type,PHVS_ReportingSourceType_NND,PHC256,Drug Treatment Facility,DT,Drug treatment facility,CODE_VALUE_GENERAL,"INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)",03,Drug Treatment,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('INV112', 'OBX-3.0', 'Reporting Source Type Code', 'INV112', 'Investigation Reporting Source Type', 'PHVS_ReportingSourceType_NND', 'PHC256', 'Drug Treatment Facility', 'DT', 'Drug treatment facility', 'CODE_VALUE_GENERAL', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', '03', 'Drug Treatment', '');"
INV112,OBX-3.0,Reporting Source Type Code,INV112,Investigation Reporting Source Type,PHVS_ReportingSourceType_NND,1348009,Day Care Center,DF,Day care center (environment),CODE_VALUE_GENERAL,"INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)",88,Other,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('INV112', 'OBX-3.0', 'Reporting Source Type Code', 'INV112', 'Investigation Reporting Source Type', 'PHVS_ReportingSourceType_NND', '1348009', 'Day Care Center', 'DF', 'Day care center (environment)', 'CODE_VALUE_GENERAL', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', '88', 'Other', '');"
INV112,OBX-3.0,Reporting Source Type Code,INV112,Investigation Reporting Source Type,PHVS_ReportingSourceType_NND,122300000X,Dentist,DD,Dentist,CODE_VALUE_GENERAL,"INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)",88,Other,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('INV112', 'OBX-3.0', 'Reporting Source Type Code', 'INV112', 'Investigation Reporting Source Type', 'PHVS_ReportingSourceType_NND', '122300000X', 'Dentist', 'DD', 'Dentist', 'CODE_VALUE_GENERAL', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', '88', 'Other', '');"
INV112,OBX-3.0,Reporting Source Type Code,INV112,Investigation Reporting Source Type,PHVS_ReportingSourceType_NND,39350007,Private Physicians Group Office,PP,Private physicians group office (environment),CODE_VALUE_GENERAL,"INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)","INFOSRCE - Facility Type (STD dx, rx)",08,Private Physician/HMO,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('INV112', 'OBX-3.0', 'Reporting Source Type Code', 'INV112', 'Investigation Reporting Source Type', 'PHVS_ReportingSourceType_NND', '39350007', 'Private Physicians Group Office', 'PP', 'Private physicians group office (environment)', 'CODE_VALUE_GENERAL', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', 'INFOSRCE - Facility Type (STD dx, rx)', '08', 'Private Physician/HMO', '');"
